token,layer,definitions,distinctValues,usages,files,values
--pre-inquiry-dropdown-menu-shadow,unknown,7,7,1,app/styles/features/service-map/desktop/base.css,"inset 0 0 0 1px rgba(255, 255, 255, 0.06), var(--workspace-feature-shadow) | 0 16px 34px rgba(82, 50, 46, 0.14) | 0 14px 30px rgba(31, 23, 22, 0.18) | 0 16px 32px rgba(0, 0, 0, 0.34) | 0 16px 34px rgba(2, 6, 16, 0.38) | 0 16px 32px rgba(0, 0, 0, 0.38) | none"
--pre-inquiry-dropdown-muted,unknown,7,7,1,app/styles/features/service-map/desktop/base.css,"var(--workspace-feature-field-placeholder) | rgba(71, 85, 105, 0.74) | rgba(71, 85, 105, 0.76) | rgba(226, 232, 240, 0.72) | rgba(202, 221, 245, 0.76) | rgba(230, 230, 230, 0.72) | var(--hc-accent, #ffea00)"
--pre-inquiry-dropdown-shadow,unknown,7,7,1,app/styles/features/service-map/desktop/base.css,"var(--workspace-feature-field-shadow) | 0 8px 20px rgba(82, 50, 46, 0.08) | 0 8px 18px rgba(31, 23, 22, 0.12) | 0 8px 18px rgba(0, 0, 0, 0.22) | 0 8px 20px rgba(2, 6, 16, 0.24) | 0 8px 18px rgba(0, 0, 0, 0.26) | none"
--ring-pad-x,unknown,7,7,2,app/styles/features/policy/pages.css | app/styles/tokens.css | app/styles/utilities/glass-ring-stable.shared.css,"clamp( 0.22rem, calc(var(--ring-diameter, var(--ring-diameter-default)) * 0.01), min( var(--workspace-glass-max), max(var(--ring-base-min, calc(34 * var(--base-rem))), var(--workspace-glass-fit)) ) ) | clamp( 0.22rem, calc(var(--ring-diameter, var(--ring-diameter-default)) * 0.01), 0.82rem ) | clamp( 0.9rem, calc(var(--ring-diameter, var(--ring-diameter-default)) * 0.022), 1.3rem ) | clamp( calc(1.8 * var(--base-rem)), 5vw, calc(3.2 * var(--base-rem)) ) | clamp( calc(1.2 * var(--base-rem)), 4vw, calc(2.2 * var(--base-rem)) ) | clamp( calc(1.4 * var(--base-rem)), 4.4vw, calc(2.6 * var(--base-rem)) ) | clamp( calc(1.8 * var(--base-rem)), calc(var(--ring-diameter, var(--ring-diameter-default)) * 0.05), calc(3.2 * var(--base-rem)) )"
--wellbeing-card-bg,feature-alias,7,7,9,components/wellbeing/WellbeingPage.module.css,"color-mix(in srgb, var(--glass-ring-surface-bg, rgba(15, 18, 24, 0.7)) 34%, transparent) | color-mix(in srgb, var(--glass-ring-surface-bg, rgba(255, 255, 255, 0.88)) 56%, transparent) | color-mix(in srgb, var(--glass-ring-surface-bg, rgba(214, 198, 189, 0.78)) 30%, transparent) | color-mix(in srgb, rgba(12, 18, 27, 0.78) 36%, transparent) | color-mix(in srgb, rgba(13, 20, 32, 0.84) 32%, transparent) | color-mix(in srgb, rgb(22, 24, 22) 38%, transparent) | var(--workspace-elevated-card-bg, var(--hc-panel-bg, rgba(15, 14, 17, 0.35)))"
--wellbeing-card-border,feature-alias,7,7,9,components/wellbeing/WellbeingPage.module.css,"rgba(248, 253, 255, 0.2) | rgba(122, 58, 56, 0.18) | rgba(255, 255, 255, 0.48) | rgba(255, 255, 255, 0.13) | rgba(133, 164, 216, 0.18) | rgba(232, 238, 224, 0.22) | var(--hc-accent, #ffea00)"
--wellbeing-card-border-strong,feature-alias,7,7,7,components/wellbeing/WellbeingPage.module.css,"rgba(248, 253, 255, 0.3) | rgba(122, 58, 56, 0.28) | rgba(255, 255, 255, 0.66) | rgba(205, 133, 133, 0.26) | rgba(205, 133, 133, 0.32) | rgba(232, 238, 224, 0.34) | var(--hc-accent, #ffea00)"
--wellbeing-card-hover-bg,feature-alias,7,7,0,components/wellbeing/WellbeingPage.module.css,"color-mix(in srgb, var(--glass-ring-surface-bg, rgba(15, 18, 24, 0.7)) 42%, transparent) | color-mix(in srgb, var(--glass-ring-surface-bg, rgba(255, 255, 255, 0.94)) 66%, transparent) | color-mix(in srgb, var(--glass-ring-surface-bg, rgba(214, 198, 189, 0.78)) 38%, transparent) | color-mix(in srgb, rgba(20, 27, 38, 0.82) 44%, transparent) | color-mix(in srgb, rgba(20, 30, 45, 0.88) 42%, transparent) | color-mix(in srgb, rgb(31, 33, 31) 44%, transparent) | rgba(255, 234, 0, 0.08)"
--input-caret,component-or-semantic,13,6,3,app/styles/features/chat/hc.css | app/styles/features/documents/ui.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/tokens.css,var(--hc-accent) | #1f2937 | var(--subpage-card-text) | #2f3a4a | var(--mono-icon) | var(--pt-150)
--seg-card-border-active,component-or-semantic,11,6,2,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/hc.css | app/styles/features/documents/ui.css | app/styles/features/invite/touch-controls.css | app/styles/features/register/touch-controls.css | app/styles/shared/register.css | app/styles/theme/mid.css | app/styles/theme/mono.css,"var(--seg-card-border) | rgba(var(--hc-accent-rgb), 0.95) | rgba(255, 234, 0, 0.95) | var( --seg-card-border-hover, var(--seg-card-border-selected, var(--seg-card-border)) ) | transparent | rgba(126, 95, 88, 0.19)"
--wellbeing-dropdown-text,feature-alias,10,6,4,components/wellbeing/WellbeingPage.module.css,"var(--wellbeing-text) | #253246 | #1f2a39 | var(--mono-text, #f4f7ed) | var(--hc-accent, #ffea00) | rgba(255, 255, 255, 0.9)"
--seg-card-bg-active,component-or-semantic,9,6,3,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/hc.css | app/styles/features/documents/ui.css | app/styles/features/register/touch-controls.css | app/styles/shared/register.css | app/styles/theme/mid.css | app/styles/theme/mono.css,"var(--seg-card-bg) | var(--btn-primary-bg-active) | rgba(255, 234, 0, 0.16) | var( --seg-card-bg-hover, var(--seg-card-bg-selected, var(--seg-card-bg)) ) | var( --seg-card-bg-selected, var(--seg-card-bg) ) | var(--mid-unified-surface-bg-active)"
--seg-card-border-selected,component-or-semantic,9,6,10,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/hc.css | app/styles/features/documents/ui.css | app/styles/features/invite/touch-controls.css | app/styles/features/register/touch-controls.css | app/styles/theme/mid.css | app/styles/theme/mono.css,"var( --seg-card-border-hover, var(--seg-card-border) ) | rgba(var(--hc-accent-rgb), 0.94) | rgba(255, 234, 0, 0.94) | transparent | rgba(126, 95, 88, 0.19) | var(--seg-card-border)"
--seg-card-text,component-or-semantic,9,6,15,app/styles/features/chat/hc.css | app/styles/features/documents/ui.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/tokens.css,"var(--hc-accent) | var(--text-strong) | var(--btn-primary-text) | #2f3a4a | rgba(245, 245, 245, 0.95) | var(--pt-150)"
--seg-card-text-selected,component-or-semantic,9,6,14,app/styles/features/chat/hc.css | app/styles/features/documents/ui.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/tokens.css,var(--hc-accent) | #9a5a55 | var(--title-color) | #7a3a38 | var(--mono-title-soft) | #d08a8a
--mobile-header-control-top,unknown,8,6,4,app/styles/features/documents/admin-mobile-header.css | app/styles/features/policy/mobile-header.css | app/styles/mobile/subpage-header/tokens.css | app/styles/mobile/subpage-header/workspace-offsets.css | app/styles/shared/mobile-workspace-header-offsets.css,"-0.62rem | calc( var(--policy-scroll-edge-pad-top, 0px) + var(--policy-scroll-overscan-top, 0px) - 0.9rem ) | calc( var(--policy-scroll-edge-pad-top, 0px) + var(--policy-scroll-overscan-top, 0px) + var(--mobile-header-back-top) - 0.74rem ) | var(--mobile-header-back-top) | calc( var(--glass-ring-pad-top, 0px) + var(--workspace-guide-panel-overscan-top, 0px) + var(--mobile-header-back-top) - 0.74rem ) | calc( var(--glass-ring-pad-top, 0px) + var(--workspace-guide-panel-overscan-top, 0px) + var(--mobile-header-back-top) - 1.79rem )"
--drawer-card-shadow-hover,unknown,7,6,1,app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/themes.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/night.css,"none | var(--subpage-card-shadow-hover) | var(--subpage-card-shadow-hover, var(--subpage-card-shadow)) | 0 0 14px rgba(255, 234, 0, 0.14), 0 12px 26px rgba(0, 0, 0, 0.24), 0 0 28px -16px rgba(255, 234, 0, 0.2) | 0 0 0.68rem rgba(82, 50, 46, 0.038), 0 0.58rem 1.08rem rgba(82, 50, 46, 0.084) | 0 0 0.68rem rgba(82, 50, 46, 0.04), 0 0.58rem 1.08rem rgba(20, 12, 10, 0.1)"
--home-panel-shadow-active,feature-alias,7,6,1,app/styles/features/home/themes.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css,"0 18px 36px rgba(0, 0, 0, 0.16) | 0 14px 30px rgba(20, 12, 10, 0.19) | 0 0 12px rgba(248, 253, 255, 0.2), 0 0 24px rgba(248, 253, 255, 0.1) | 0 0 14px rgba(230, 230, 230, 0.16), 0 0 30px rgba(230, 230, 230, 0.08) | 0 0 14px rgba(255, 248, 186, 0.26), 0 0 28px rgba(var(--hc-accent-rgb), 0.12) | 0 0 14px rgba(190, 220, 255, 0.24), 0 0 30px rgba(120, 168, 230, 0.12)"
--home-panel-shadow-idle,feature-alias,7,6,5,app/styles/features/home/themes.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css,"0 14px 30px rgba(0, 0, 0, 0.14) | 0 11px 24px rgba(20, 12, 10, 0.16) | 0 0 10px rgba(248, 253, 255, 0.14), 0 0 20px rgba(248, 253, 255, 0.065) | 0 0 12px rgba(230, 230, 230, 0.12), 0 0 24px rgba(230, 230, 230, 0.06) | 0 0 12px rgba(255, 245, 160, 0.22), 0 0 24px rgba(var(--hc-accent-rgb), 0.1) | 0 0 12px rgba(190, 220, 255, 0.2), 0 0 24px rgba(120, 168, 230, 0.1)"
--mobile-header-control-info-top,unknown,7,6,3,app/styles/features/policy/mobile-header.css | app/styles/mobile/subpage-header/tokens.css | app/styles/mobile/subpage-header/workspace-offsets.css | app/styles/shared/mobile-workspace-header-offsets.css,"calc( var(--policy-scroll-edge-pad-top, 0px) + var(--policy-scroll-overscan-top, 0px) - 0.625rem ) | calc( var(--policy-scroll-edge-pad-top, 0px) + var(--policy-scroll-overscan-top, 0px) + var(--mobile-header-info-top) - 0.74rem ) | var(--mobile-header-info-top) | calc( var(--glass-ring-pad-top, 0px) + var(--workspace-guide-panel-overscan-top, 0px) + var(--mobile-header-info-top) - 0.74rem ) | calc( var(--glass-ring-pad-top, 0px) + var(--workspace-guide-panel-overscan-top, 0px) + var(--mobile-header-info-top) - 1.69rem ) | calc( var(--glass-ring-pad-top, 0px) + var(--workspace-guide-panel-overscan-top, 0px) + var(--mobile-header-info-top) - 0.64rem )"
--pre-inquiry-dropdown-active-text,unknown,7,6,1,app/styles/features/service-map/desktop/base.css,"var(--workspace-feature-accent) | #7a3a38 | rgba(255, 205, 205, 0.98) | rgba(208, 229, 255, 0.98) | rgba(245, 245, 245, 0.98) | #000"
--pre-inquiry-dropdown-text,unknown,7,6,5,app/styles/features/service-map/desktop/base.css,"var(--workspace-feature-field-text) | #2f3a4a | rgba(248, 250, 252, 0.94) | rgba(239, 246, 255, 0.95) | rgba(245, 245, 245, 0.95) | var(--hc-accent, #ffea00)"
--seg-radio-inner-ring,component-or-semantic,7,6,0,app/styles/features/chat/hc.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/tokens.css,"inset 0 0 0 1px rgba(var(--hc-accent-rgb), 0.3) | inset 0 0 0 1px rgba(var(--hc-accent-rgb), 0.28) | inset 0 0 0 1px rgba(0, 0, 0, 0.18) | inset 0 0 0 1px rgba(122, 58, 56, 0.2) | inset 0 0 0 1px rgba(214, 214, 214, 0.12) | inset 0 0 0 1px rgba(248, 253, 255, 0.16)"
--app-chrome-bg-image,unknown,6,6,3,app/styles/base/core.css,"radial-gradient( ellipse at top, #2b3037 0%, #111418 100% ) | linear-gradient(180deg, #f4f2ee 0%, #e9e6df 100%) | linear-gradient( 180deg, var(--mid-bg-top, #9f807a) 0%, var(--mid-bg-mid, #7e5f58) 58%, var(--mid-bg-bottom, #644843) 100% ) | radial-gradient( ellipse at top, #1b2735 0%, #090a0f 100% ) | linear-gradient( 180deg, var(--mono-bg-top, #2f2f2f) 0%, var(--mono-bg-mid, #1f1f1f) 54%, var(--mono-bg-bottom, #101010) 100% ) | radial-gradient( ellipse at top, #1a2736 0%, #10151d 100% )"
--covision-card-bg,feature-alias,6,6,3,components/covision/CovisionPage.module.css,"var(--workspace-elevated-card-bg, rgba(255, 255, 255, 0.075)) | rgba(255, 255, 255, 0.84) | rgba(255, 250, 248, 0.72) | var(--workspace-elevated-card-bg, rgba(27, 31, 37, 0.88)) | var(--workspace-elevated-card-bg, rgba(20, 30, 43, 0.86)) | var(--workspace-elevated-card-bg, var(--hc-panel-bg, var(--covision-surface-bg)))"
--covision-card-border,feature-alias,6,6,3,components/covision/CovisionPage.module.css,"rgba(248, 253, 255, 0.12) | rgba(122, 58, 56, 0.14) | rgba(126, 95, 88, 0.18) | rgba(248, 253, 255, 0.11) | rgba(216, 226, 235, 0.14) | var(--hc-accent, #ffea00)"
--covision-card-hover-bg,feature-alias,6,6,1,components/covision/CovisionPage.module.css,"var(--workspace-elevated-card-bg-hover, rgba(255, 255, 255, 0.095)) | rgba(255, 255, 255, 0.94) | rgba(255, 250, 248, 0.86) | var(--workspace-elevated-card-bg-hover, rgba(34, 37, 42, 0.9)) | var(--workspace-elevated-card-bg-hover, rgba(26, 38, 54, 0.88)) | var(--workspace-elevated-card-bg-hover, var(--hc-panel-bg-hover, rgba(255, 234, 0, 0.08)))"
--covision-chip-bg,feature-alias,6,6,1,components/covision/CovisionPage.module.css,"rgba(255, 255, 255, 0.06) | rgba(255, 255, 255, 0.64) | rgba(253, 250, 249, 0.34) | rgba(255, 255, 255, 0.055) | rgba(220, 236, 255, 0.06) | transparent"
--covision-chip-border,feature-alias,6,6,1,components/covision/CovisionPage.module.css,"rgba(248, 253, 255, 0.16) | rgba(122, 58, 56, 0.16) | rgba(126, 95, 88, 0.18) | rgba(248, 253, 255, 0.15) | rgba(216, 226, 235, 0.16) | var(--hc-accent, #ffea00)"
--covision-muted,feature-alias,6,6,4,components/covision/CovisionPage.module.css,"rgba(226, 232, 240, 0.86) | #44546a | #445067 | rgba(226, 232, 240, 0.76) | rgba(215, 226, 245, 0.84) | var(--hc-muted, #d7e2f5)"
--covision-strong-text,feature-alias,6,6,6,components/covision/CovisionPage.module.css,"var(--covision-text) | #1d2939 | #202a3a | var(--pt-80, #f8fbff) | #f3f8ff | var(--hc-accent, #ffea00)"
--covision-text,feature-alias,6,6,9,components/covision/CovisionPage.module.css,"var(--subpage-card-text, var(--glass-modal-text, #f2f7ff)) | #253246 | #263244 | var(--pt-120, #eef2f8) | rgba(234, 238, 245, 0.94) | var(--hc-text, #eef4ff)"
--cursor-default,unknown,6,6,3,app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/tokens.css,"url(""data: image/svg+xml, %3Csvg xmlns='http: //www.w3.org/2000/svg' width='30' height='30' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23ffffff' stroke='%23f5cf5a' stroke-width='0.7' stroke-opacity='0.9' stroke-linejoin='round'/%3E%3C/svg%3E"") 4 2, auto | url(""data: image/svg+xml, %3Csvg xmlns='http: //www.w3.org/2000/svg' width='24' height='24' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23ffffff' stroke='%23f5cf5a' stroke-width='0.7' stroke-opacity='0.9' stroke-linejoin='round'/%3E%3C/svg%3E"") 3 2, auto | url(""data: image/svg+xml, %3Csvg xmlns='http: //www.w3.org/2000/svg' width='30' height='30' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23f2f1ee' stroke='%23888888' stroke-width='0.75' stroke-opacity='0.55' stroke-linejoin='round'/%3E%3C/svg%3E"") 4 2, auto | url(""data: image/svg+xml, %3Csvg xmlns='http: //www.w3.org/2000/svg' width='24' height='24' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23f2f1ee' stroke='%23888888' stroke-width='0.75' stroke-opacity='0.55' stroke-linejoin='round'/%3E%3C/svg%3E"") 3 2, auto | url(""data: image/svg+xml, %3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%2224%22%20height%3D%2224%22%20viewBox%3D%220%200%2014%2015%22%3E%0A%20%20%3Cpath%20d%3D%22M%202%201%20L%209%207%20Q%209.5%207.4%208.7%207.8%20L%204.2%209.5%20Q%203.2%209.9%203.0%208.9%20L%202%201%20Z%22%20fill%3D%22%23d0ceca%22%20%2F%3E%0A%3C%2Fsvg%3E"") 3 2, auto | url(""data: image/svg+xml, %3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%2230%22%20height%3D%2230%22%20viewBox%3D%220%200%2014%2015%22%3E%0A%20%20%3Cpath%20d%3D%22M%202%201%20L%209%207%20Q%209.5%207.4%208.7%207.8%20L%204.2%209.5%20Q%203.2%209.9%203.0%208.9%20L%202%201%20Z%22%20fill%3D%22%23d0ceca%22%20%2F%3E%0A%3C%2Fsvg%3E"") 4 2, auto"
--cursor-default-backup,unknown,6,6,0,app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/tokens.css,"url(""data: image/svg+xml, %3Csvg xmlns='http: //www.w3.org/2000/svg' width='30' height='30' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23ffffff' stroke='%23f5cf5a' stroke-width='0.7' stroke-opacity='0.9' stroke-linejoin='round'/%3E%3C/svg%3E"") 4 2, auto | url(""data: image/svg+xml, %3Csvg xmlns='http: //www.w3.org/2000/svg' width='24' height='24' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23ffffff' stroke='%23f5cf5a' stroke-width='0.7' stroke-opacity='0.9' stroke-linejoin='round'/%3E%3C/svg%3E"") 3 2, auto | url(""data: image/svg+xml, %3Csvg xmlns='http: //www.w3.org/2000/svg' width='30' height='30' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23f2f1ee' stroke='%23888888' stroke-width='0.75' stroke-opacity='0.55' stroke-linejoin='round'/%3E%3C/svg%3E"") 4 2, auto | url(""data: image/svg+xml, %3Csvg xmlns='http: //www.w3.org/2000/svg' width='24' height='24' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23f2f1ee' stroke='%23888888' stroke-width='0.75' stroke-opacity='0.55' stroke-linejoin='round'/%3E%3C/svg%3E"") 3 2, auto | url(""data: image/svg+xml, %3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%2226%22%20height%3D%2226%22%20viewBox%3D%220%200%2014%2015%22%3E%0A%20%20%3Cpath%20d%3D%22M%202%201%20L%209%207%20Q%209.5%207.4%208.7%207.8%20L%204.2%209.5%20Q%203.2%209.9%203.0%208.9%20L%202%201%20Z%22%20fill%3D%22%23d0ceca%22%20%2F%3E%0A%3C%2Fsvg%3E"") 3 2, auto | url(""data: image/svg+xml, %3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%2230%22%20height%3D%2230%22%20viewBox%3D%220%200%2014%2015%22%3E%0A%20%20%3Cpath%20d%3D%22M%202%201%20L%209%207%20Q%209.5%207.4%208.7%207.8%20L%204.2%209.5%20Q%203.2%209.9%203.0%208.9%20L%202%201%20Z%22%20fill%3D%22%23d0ceca%22%20%2F%3E%0A%3C%2Fsvg%3E"") 4 2, auto"
--cursor-pointer,unknown,6,6,12,app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/tokens.css,"url(""data: image/svg+xml, %3Csvg xmlns='http: //www.w3.org/2000/svg' width='32' height='32' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23ffffff' stroke='%23f5cf5a' stroke-width='0.7' stroke-opacity='0.9' stroke-linejoin='round'/%3E%3C/svg%3E"") 5 2, pointer | url(""data: image/svg+xml, %3Csvg xmlns='http: //www.w3.org/2000/svg' width='26' height='26' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23ffffff' stroke='%23f5cf5a' stroke-width='0.7' stroke-opacity='0.9' stroke-linejoin='round'/%3E%3C/svg%3E"") 4 2, pointer | url(""data: image/svg+xml, %3Csvg xmlns='http: //www.w3.org/2000/svg' width='32' height='32' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23f2f1ee' stroke='%23888888' stroke-width='0.75' stroke-opacity='0.55' stroke-linejoin='round'/%3E%3C/svg%3E"") 5 2, pointer | url(""data: image/svg+xml, %3Csvg xmlns='http: //www.w3.org/2000/svg' width='26' height='26' viewBox='0 0 14 15'%3E%3Cpath d='M 2 1 L 9 7 Q 9.5 7.4 8.7 7.8 L 4.2 9.5 Q 3.2 9.9 3.0 8.9 L 2 1 Z' fill='%23f2f1ee' stroke='%23888888' stroke-width='0.75' stroke-opacity='0.55' stroke-linejoin='round'/%3E%3C/svg%3E"") 4 2, pointer | url(""data: image/svg+xml, %3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%2226%22%20height%3D%2226%22%20viewBox%3D%220%200%2014%2015%22%3E%0A%20%20%3Cpath%20d%3D%22M%202%201%20L%209%207%20Q%209.5%207.4%208.7%207.8%20L%204.2%209.5%20Q%203.2%209.9%203.0%208.9%20L%202%201%20Z%22%20fill%3D%22%23d0ceca%22%20%2F%3E%0A%3C%2Fsvg%3E"") 4 2, pointer | url(""data: image/svg+xml, %3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%2232%22%20height%3D%2232%22%20viewBox%3D%220%200%2014%2015%22%3E%0A%20%20%3Cpath%20d%3D%22M%202%201%20L%209%207%20Q%209.5%207.4%208.7%207.8%20L%204.2%209.5%20Q%203.2%209.9%203.0%208.9%20L%202%201%20Z%22%20fill%3D%22%23d0ceca%22%20%2F%3E%0A%3C%2Fsvg%3E"") 5 2, pointer"
